0 0.1
0.0178379999997 0.1
0.0356759999995 0.1
0.0606759999992 0.1
0.0856759999988 0.1
0.110675999998 0.1
0.135675999998 0.1
0.160675999999 8512.47928285
0.185676000001 8512.47928285
0.210676000001 90564.4792828
0.235676 90564.4792828
0.260676 47284.4792828
0.285676 47284.4792828
0.310676 18652.4792828
0.335675999999 18652.4792828
0.360675999998 13348.4792828
0.385675999998 13348.4792828
0.410675999999 10644.4792828
0.435676000001 10644.4792828
0.460676000001 10252.4792828
0.485676 10252.4792828
0.510676 9644.47928285
0.535676 9644.47928285
0.560676 8700.47928285
0.585675999999 8700.47928285
0.610675999998 8376.47928285
0.635675999998 8376.47928285
0.660675999999 7832.47928285
0.685676000001 7832.47928285
0.710676000001 7312.47928285
0.735676 7312.47928285
0.760676 7304.47928285
0.785676 7304.47928285
0.810676 6668.47928285
0.835675999999 6668.47928285
0.860675999998 6256.47928285
0.885675999998 6256.47928285
0.910675999999 5892.47928285
0.935676000001 5892.47928285
0.960676000001 5624.47928285
0.985676 5624.47928285
1 0.1
